reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
84;2021-04-07-2021-04-13;79;1084;61.8;939;86.6;19;1.8;79;7.3;47;4.3
84;2021-04-07-2021-04-13;89;626;62.8;520;83.1;15;2.4;60;9.6;31;5
84;2021-04-07-2021-04-13;90;231;63.3;187;81;7;3;25;10.8;12;5.2
84;2021-04-08-2021-04-14;09;851;65;722;84.8;14;1.6;86;10.1;29;3.4
84;2021-04-08-2021-04-14;19;2800;60.8;2452;87.6;58;2.1;198;7.1;92;3.3
84;2021-04-08-2021-04-14;29;2958;57.5;2547;86.1;63;2.1;235;7.9;113;3.8
84;2021-04-08-2021-04-14;39;2920;59.2;2559;87.6;76;2.6;206;7.1;79;2.7
84;2021-04-08-2021-04-14;49;3040;60.1;2674;88;65;2.1;198;6.5;103;3.4
84;2021-04-08-2021-04-14;59;2735;62.1;2433;89;50;1.8;182;6.7;70;2.6
84;2021-04-08-2021-04-14;69;1782;63.2;1569;88;37;2.1;115;6.5;61;3.4
84;2021-04-08-2021-04-14;79;1071;62.1;914;85.3;19;1.8;96;9;42;3.9
84;2021-04-08-2021-04-14;89;613;63.1;515;84;12;2;59;9.6;27;4.4
84;2021-04-08-2021-04-14;90;218;63.6;177;81.2;5;2.3;25;11.5;11;5
84;2021-04-09-2021-04-15;09;855;65.9;733;85.7;15;1.8;80;9.4;27;3.2
84;2021-04-09-2021-04-15;19;2700;61.8;2384;88.3;56;2.1;175;6.5;85;3.1
84;2021-04-09-2021-04-15;29;2914;58.7;2523;86.6;66;2.3;224;7.7;101;3.5
84;2021-04-09-2021-04-15;39;2940;60.7;2577;87.7;72;2.4;207;7;84;2.9
84;2021-04-09-2021-04-15;49;2965;61.1;2617;88.3;59;2;194;6.5;95;3.2
84;2021-04-09-2021-04-15;59;2708;62.5;2412;89.1;44;1.6;182;6.7;70;2.6
84;2021-04-09-2021-04-15;69;1775;64.1;1576;88.8;30;1.7;116;6.5;53;3
84;2021-04-09-2021-04-15;79;1068;62.9;923;86.4;13;1.2;96;9;36;3.4
84;2021-04-09-2021-04-15;89;603;63.4;505;83.7;11;1.8;61;10.1;26;4.3
84;2021-04-09-2021-04-15;90;224;63.5;183;81.7;3;1.3;23;10.3;15;6.7
84;2021-04-10-2021-04-16;09;834;66.6;722;86.6;14;1.7;70;8.4;28;3.4
84;2021-04-10-2021-04-16;19;2729;63.6;2425;88.9;55;2;163;6;86;3.2
84;2021-04-10-2021-04-16;29;2933;61;2570;87.6;64;2.2;213;7.3;86;2.9
84;2021-04-10-2021-04-16;39;2923;62.3;2541;86.9;76;2.6;211;7.2;95;3.3
84;2021-04-10-2021-04-16;49;2958;62.8;2621;88.6;58;2;196;6.6;83;2.8
84;2021-04-10-2021-04-16;59;2654;62.3;2370;89.3;41;1.5;175;6.6;68;2.6
84;2021-04-10-2021-04-16;69;1756;65.4;1556;88.6;38;2.2;115;6.5;47;2.7
84;2021-04-10-2021-04-16;79;1082;64.4;938;86.7;15;1.4;94;8.7;35;3.2
84;2021-04-10-2021-04-16;89;596;64.7;501;84.1;9;1.5;63;10.6;23;3.9
84;2021-04-10-2021-04-16;90;218;64.7;175;80.3;3;1.4;24;11;16;7.3
84;2021-04-11-2021-04-17;09;835;66.6;716;85.7;15;1.8;78;9.3;26;3.1
84;2021-04-11-2021-04-17;19;2655;63.7;2357;88.8;55;2.1;164;6.2;79;3
84;2021-04-11-2021-04-17;29;2888;61;2533;87.7;59;2;215;7.4;81;2.8
84;2021-04-11-2021-04-17;39;2881;62.1;2524;87.6;67;2.3;207;7.2;83;2.9
84;2021-04-11-2021-04-17;49;2962;63.2;2627;88.7;54;1.8;200;6.8;81;2.7
84;2021-04-11-2021-04-17;59;2654;62.2;2373;89.4;43;1.6;169;6.4;69;2.6
84;2021-04-11-2021-04-17;69;1789;66.2;1584;88.5;45;2.5;113;6.3;47;2.6
84;2021-04-11-2021-04-17;79;1052;64.9;906;86.1;16;1.5;92;8.7;38;3.6
84;2021-04-11-2021-04-17;89;574;64.3;480;83.6;9;1.6;62;10.8;23;4
84;2021-04-11-2021-04-17;90;212;64.2;172;81.1;3;1.4;21;9.9;16;7.5
84;2021-04-12-2021-04-18;09;839;66.7;718;85.6;15;1.8;80;9.5;26;3.1
84;2021-04-12-2021-04-18;19;2650;63.6;2351;88.7;54;2;165;6.2;80;3
84;2021-04-12-2021-04-18;29;2885;61.1;2533;87.8;57;2;215;7.5;80;2.8
84;2021-04-12-2021-04-18;39;2886;62.4;2538;87.9;66;2.3;201;7;81;2.8
84;2021-04-12-2021-04-18;49;2949;63.2;2620;88.8;51;1.7;198;6.7;80;2.7
84;2021-04-12-2021-04-18;59;2662;62.6;2378;89.3;45;1.7;170;6.4;69;2.6
84;2021-04-12-2021-04-18;69;1784;66.3;1579;88.5;45;2.5;113;6.3;47;2.6
84;2021-04-12-2021-04-18;79;1052;64.9;907;86.2;16;1.5;93;8.8;36;3.4
84;2021-04-12-2021-04-18;89;564;63.9;472;83.7;9;1.6;62;11;21;3.7
84;2021-04-12-2021-04-18;90;215;65.2;177;82.3;3;1.4;20;9.3;15;7
84;2021-04-13-2021-04-19;09;818;67.7;700;85.6;18;2.2;71;8.7;29;3.5
84;2021-04-13-2021-04-19;19;2629;64;2330;88.6;56;2.1;165;6.3;78;3
84;2021-04-13-2021-04-19;29;2926;62.9;2589;88.5;51;1.7;207;7.1;79;2.7
84;2021-04-13-2021-04-19;39;2853;64.3;2512;88;64;2.2;196;6.9;81;2.8
84;2021-04-13-2021-04-19;49;2914;63.5;2611;89.6;48;1.6;183;6.3;72;2.5
84;2021-04-13-2021-04-19;59;2602;63.4;2353;90.4;44;1.7;147;5.6;58;2.2
84;2021-04-13-2021-04-19;69;1743;65.9;1547;88.8;43;2.5;107;6.1;46;2.6
84;2021-04-13-2021-04-19;79;1042;65.7;888;85.2;18;1.7;98;9.4;38;3.6
84;2021-04-13-2021-04-19;89;522;62.5;442;84.7;5;1;53;10.2;22;4.2
84;2021-04-13-2021-04-19;90;221;66.8;174;78.7;3;1.4;26;11.8;18;8.1
84;2021-04-14-2021-04-20;09;815;68.1;700;85.9;18;2.2;71;8.7;26;3.2
84;2021-04-14-2021-04-20;19;2559;63.8;2283;89.2;46;1.8;151;5.9;79;3.1
84;2021-04-14-2021-04-20;29;2868;63.2;2541;88.6;50;1.7;198;6.9;79;2.8
84;2021-04-14-2021-04-20;39;2785;64.5;2473;88.8;60;2.2;179;6.4;73;2.6
84;2021-04-14-2021-04-20;49;2833;63.5;2554;90.2;49;1.7;163;5.8;67;2.4
84;2021-04-14-2021-04-20;59;2536;63.8;2296;90.5;45;1.8;133;5.2;62;2.4
84;2021-04-14-2021-04-20;69;1687;65.5;1497;88.7;38;2.3;102;6;50;3
84;2021-04-14-2021-04-20;79;1006;66.4;858;85.3;17;1.7;94;9.3;37;3.7
84;2021-04-14-2021-04-20;89;506;62.8;428;84.6;6;1.2;47;9.3;25;4.9
84;2021-04-14-2021-04-20;90;203;66.6;160;78.8;5;2.5;24;11.8;14;6.9
84;2021-04-15-2021-04-21;09;819;68.7;720;87.9;19;2.3;58;7.1;22;2.7
84;2021-04-15-2021-04-21;19;2500;63.3;2251;90;46;1.8;133;5.3;70;2.8
84;2021-04-15-2021-04-21;29;2849;63.2;2552;89.6;51;1.8;174;6.1;72;2.5
84;2021-04-15-2021-04-21;39;2730;65;2422;88.7;66;2.4;172;6.3;70;2.6
84;2021-04-15-2021-04-21;49;2778;63;2497;89.9;58;2.1;157;5.7;66;2.4
84;2021-04-15-2021-04-21;59;2520;64.2;2286;90.7;47;1.9;120;4.8;67;2.7
84;2021-04-15-2021-04-21;69;1676;65.3;1483;88.5;40;2.4;104;6.2;49;2.9
84;2021-04-15-2021-04-21;79;959;66;827;86.2;17;1.8;78;8.1;37;3.9
84;2021-04-15-2021-04-21;89;486;61.9;412;84.8;5;1;47;9.7;22;4.5
84;2021-04-15-2021-04-21;90;210;66.5;172;81.9;5;2.4;21;10;12;5.7
84;2021-04-16-2021-04-22;09;811;69.3;718;88.5;17;2.1;55;6.8;21;2.6
84;2021-04-16-2021-04-22;19;2440;63.6;2209;90.5;37;1.5;133;5.5;61;2.5
84;2021-04-16-2021-04-22;29;2757;62.2;2488;90.2;46;1.7;159;5.8;64;2.3
84;2021-04-16-2021-04-22;39;2628;64.6;2328;88.6;58;2.2;177;6.7;65;2.5
84;2021-04-16-2021-04-22;49;2729;62.6;2473;90.6;58;2.1;143;5.2;55;2
84;2021-04-16-2021-04-22;59;2439;63.9;2227;91.3;41;1.7;110;4.5;61;2.5
84;2021-04-16-2021-04-22;69;1606;64.9;1424;88.7;41;2.6;89;5.5;52;3.2
84;2021-04-16-2021-04-22;79;918;66.4;793;86.4;17;1.9;73;8;35;3.8
84;2021-04-16-2021-04-22;89;489;62.9;411;84;5;1;49;10;24;4.9
84;2021-04-16-2021-04-22;90;200;65.6;163;81.5;8;4;20;10;9;4.5
84;2021-04-17-2021-04-23;09;852;70.3;755;88.6;17;2;61;7.2;19;2.2
84;2021-04-17-2021-04-23;19;2340;63.7;2124;90.8;31;1.3;139;5.9;46;2
84;2021-04-17-2021-04-23;29;2765;61.6;2474;89.5;44;1.6;172;6.2;75;2.7
84;2021-04-17-2021-04-23;39;2584;63.9;2288;88.5;53;2.1;184;7.1;59;2.3
